Clave,AREA_M,AREA_KM
11_5_1_0518,25607.74454500000,0.02560770000
11_5_1_026A,36344.09810010000,0.03634410000
11_5_21_0880,12251.63473610000,0.01225160000
11_5_8_0787,13061.00158290000,0.01306100000
11_5_8_0927,42345.51516430000,0.04234550000
11_5_1_0289,44947.06147600000,0.04494710000
11_5_1_0306,19880.35766240000,0.01988040000
11_5_1_0325,20490.98464220000,0.02049100000
11_5_1_0382,1906.45233557000,0.00190645000
11_5_45_0772,3109.64446844000,0.00310964000
11_5_45_0363,22869.92187140000,0.02286990000
11_5_45_0486,56541.01280860000,0.05654100000
11_5_45_0683,104645.11045300000,0.10464500000
11_5_298_0768,88635.86886470000,0.08863590000
11_5_1_0429,4765.64374644000,0.00476564000
11_5_1_0912,1054.05939844000,0.00105406000
11_5_1_1164,81648.73722070000,0.08164870000
11_5_1_0043,619171.84558300000,0.61917200000
11_5_1_0255,92055.49227840000,0.09205550000
11_5_298_1145,16723.05457530000,0.01672310000
11_5_1_0128,861831.49449600000,0.86183100000
11_5_1_0151,493582.42395000000,0.49358200000
11_5_1_0202,78440.02695060000,0.07844000000
11_5_1_0397,169149.85629900000,0.16915000000
11_5_1_0503,206692.70237500000,0.20669300000
11_5_1_0522,45223.59217050000,0.04522360000
11_5_1_0626,47413.40130880000,0.04741340000
11_5_1_0908,60582.00186510000,0.06058200000
11_5_1_0946,17965.80275420000,0.01796580000
11_5_8_072A,849534.29611200000,0.84953400000
11_5_21_0560,828196.29552200000,0.82819600000
11_5_45_019A,460560.02512500000,0.46056000000
11_5_45_0221,51808.90896120000,0.05180890000
11_5_45_0236,49272.55536700000,0.04927260000
11_5_45_0344,15770.40794840000,0.01577040000
11_5_45_0698,2629.81938726000,0.00262982000
11_5_51_058A,1103812.70654000000,1.10381000000
11_5_298_0749,208288.69752400000,0.20828900000
11_5_45_0359,754.19062379300,0.00075419100
11_5_8_0791,162481.61837900000,0.16248200000
11_5_1_0378,9199.00789348000,0.00919901000
11_5_8_1022,49000.79549920000,0.04900080000
11_5_33_1060,3836.33246978000,0.00383633000
11_5_8_1018,111247.76593000000,0.11124800000
11_5_1_0113,886540.74897500000,0.88654100000
11_5_1_0166,1198574.29962000000,1.19857000000
11_5_1_0611,4111.93094039000,0.00411193000
11_5_1_0965,126195.95297200000,0.12619600000
11_5_1_0414,17338.58055810000,0.01733860000
11_5_1_0645,10555.07834630000,0.01055510000
11_5_1_033A,9868.51295270000,0.00986851000
11_5_1_0753,13655.43707420000,0.01365540000
11_5_1_0109,1195922.64877000000,1.19592000000
11_5_3_1003,37432.23346360000,0.03743220000
11_5_298_0734,409338.08808600000,0.40933800000
11_5_33_0575,758197.12453400000,0.75819700000
11_5_298_0096,37867.93693550000,0.03786790000
11_5_3_0556,1076818.23422000000,1.07682000000
11_5_45_0147,706619.23813000000,0.70661900000
11_5_45_0185,518378.09867800000,0.51837800000
11_5_1_0274,110763.94800800000,0.11076400000
11_5_1_0630,52164.06070660000,0.05216410000
11_5_47_1130,31676.60314060000,0.03167660000
11_5_47_0861,5329.10765084000,0.00532911000
11_5_47_0876,18482.49410870000,0.01848250000
11_5_47_1111,43569.90573190000,0.04356990000
11_5_47_0715,571631.00907600000,0.57163100000
11_5_47_0895,16053.83321120000,0.01605380000
11_5_47_1126,5037.60835064000,0.00503761000
11_5_47_0700,588356.02537800000,0.58835600000
11_5_320_0039,214947.95814100000,0.21494800000
11_5_306_115A,95218.21994590000,0.09521820000
11_5_306_1179,128989.81393700000,0.12899000000
11_5_306_1183,108484.55320100000,0.10848500000
11_5_306_1200,95696.52864110000,0.09569650000
11_5_306_1198,208259.40218900000,0.20825900000
11_5_306_1215,50025.12292200000,0.05002510000
11_5_306_122A,74453.00216410000,0.07445300000
11_6_1_006A,80951.86662820000,0.08095190000
11_6_1_0074,40447.24817130000,0.04044730000
11_6_1_0089,20118.62524250000,0.02011860000
11_6_1_0055,79518.86209130000,0.07951890000
11_7_174_3714,20758.43704200000,0.02075840000
11_7_161_0368,1267458.83067000000,1.26746000000
11_7_1_1987,5050.46934150000,0.00505047000
11_7_1_2326,3167.87560470000,0.00316788000
11_7_1_3589,8569.14005063000,0.00856914000
11_7_1_356A,17697.27136030000,0.01769730000
11_7_1_3729,268286.18310100000,0.26828600000
11_7_1_3574,5104.43819131000,0.00510444000
11_7_1_1972,137768.23475900000,0.13776800000
11_7_146_1614,23613.07716920000,0.02361310000
11_7_109_0616,669175.74133000000,0.66917600000
11_7_109_0620,820686.70514700000,0.82068700000
11_7_146_1328,306744.42455300000,0.30674400000
11_7_161_0052,854520.32335800000,0.85452000000
11_7_161_0828,84486.00899410000,0.08448600000
11_7_1_1718,75378.80220020000,0.07537880000
11_7_1_2190,256599.96379100000,0.25660000000
11_7_1_1351,1602.77270703000,0.00160277000
11_7_1_0160,362564.45109800000,0.36256400000
11_7_1_0226,258156.22079400000,0.25815600000
11_7_1_0230,334054.83068900000,0.33405500000
11_7_1_1101,192759.98104200000,0.19276000000
11_7_1_1116,213639.68202800000,0.21364000000
11_7_1_1120,318558.96726100000,0.31855900000
11_7_185_3146,6663.14064035000,0.00666314000
11_7_1_1277,239255.71315500000,0.23925600000
11_7_185_0921,113004.86716700000,0.11300500000
11_7_1_0103,596708.63134100000,0.59670900000
11_7_1_1633,124004.12443900000,0.12400400000
11_7_1_1686,35101.86118460000,0.03510190000
11_7_1_1690,278419.35341500000,0.27841900000
11_7_1_1760,109456.10422400000,0.10945600000
11_7_1_2241,75803.30149960000,0.07580330000
11_7_1_1366,10597.00142800000,0.01059700000
11_7_1_025A,393356.66848700000,0.39335700000
11_7_1_0264,331887.75552100000,0.33188800000
11_7_1_0279,370477.76603600000,0.37047800000
11_7_1_0283,182660.22566000000,0.18266000000
11_7_1_0419,550375.55747500000,0.55037600000
11_7_1_0423,524189.03156700000,0.52418900000
11_7_1_0438,532427.01597500000,0.53242700000
11_7_1_0442,338806.60216900000,0.33880700000
11_7_1_0527,469746.48336900000,0.46974600000
11_7_1_0531,299924.84124300000,0.29992500000
11_7_1_0546,413860.83912900000,0.41386100000
11_7_1_064A,246917.59465900000,0.24691800000
11_7_1_0688,695872.77763000000,0.69587300000
11_7_1_0777,879744.31968100000,0.87974400000
11_7_1_1370,4889.18382732000,0.00488918000
11_7_1_0847,1156202.19568000000,1.15620000000
11_7_1_1084,363010.98137300000,0.36301100000
11_7_1_0940,1493406.94944000000,1.49341000000
11_7_1_0955,1270679.11174000000,1.27068000000
11_7_1_096A,329329.01601300000,0.32932900000
11_7_1_0974,283047.22302500000,0.28304700000
11_7_1_0989,186476.94434300000,0.18647700000
11_7_1_0993,165538.44887800000,0.16553800000
11_7_1_1008,347530.03961100000,0.34753000000
11_7_1_1012,338559.90966700000,0.33856000000
11_7_1_1027,320642.35950900000,0.32064200000
11_7_1_1046,315287.93176300000,0.31528800000
11_7_1_1050,105169.63464400000,0.10517000000
11_7_1_1065,329717.25412000000,0.32971700000
11_7_1_107A,476442.79292100000,0.47644300000
11_7_1_114A,550423.37163000000,0.55042300000
11_7_1_1154,140562.00865700000,0.14056200000
11_7_1_1173,228218.88709900000,0.22821900000
11_7_1_139A,6198.33946617000,0.00619834000
11_7_1_1188,139254.34576800000,0.13925400000
11_7_1_1205,212696.31499400000,0.21269600000
11_7_1_121A,374059.06858700000,0.37405900000
11_7_1_1224,589563.98957800000,0.58956400000
11_7_1_1239,355088.45587400000,0.35508800000
11_7_1_1243,266439.23409200000,0.26643900000
11_7_1_1258,253469.86105600000,0.25347000000
11_7_1_1262,243435.62449700000,0.24343600000
11_7_1_1578,144039.00485600000,0.14403900000
11_7_1_1313,1118819.22488000000,1.11882000000
11_7_1_1417,40601.92540840000,0.04060190000
11_7_1_1436,106293.15067200000,0.10629300000
11_7_1_1440,30496.40249650000,0.03049640000
11_7_1_146A,36404.56170710000,0.03640460000
11_7_1_1474,195966.39032900000,0.19596600000
11_7_1_1489,30102.89663310000,0.03010290000
11_7_1_1493,2692.33250835000,0.00269233000
11_7_1_1510,4842.67198989000,0.00484267000
11_7_1_1544,1352674.85185000000,1.35267000000
11_7_1_1559,576257.88397400000,0.57625800000
11_7_1_1563,113129.04150300000,0.11312900000
11_7_1_1775,167992.69346500000,0.16799300000
11_7_1_192A,50282.34344640000,0.05028230000
11_7_1_1934,26146.78360540000,0.02614680000
11_7_1_1953,43865.24522570000,0.04386520000
11_7_1_1991,37979.36495870000,0.03797940000
11_7_1_2010,18764.62100910000,0.01876460000
11_7_1_2129,558098.08556800000,0.55809800000
11_7_1_2133,123735.60014300000,0.12373600000
11_7_1_2152,254213.03873000000,0.25421300000
11_7_1_2167,470405.85738600000,0.47040600000
11_7_1_2171,354541.44699100000,0.35454100000
11_7_165_3502,3718.23777938000,0.00371824000
11_7_1_2542,1354573.45555000000,1.35457000000
11_7_1_2608,5957.04254340000,0.00595704000
11_7_1_2646,5195.03216808000,0.00519503000
11_7_1_2650,11166.64227420000,0.01116660000
11_7_1_2665,39490.34871020000,0.03949030000
11_7_1_2701,557378.99685000000,0.55737900000
11_7_1_2561,394928.51528100000,0.39492900000
11_7_1_2186,271971.56894800000,0.27197200000
11_7_1_1915,187627.50496600000,0.18762800000
11_7_1_0300,249065.90003600000,0.24906600000
11_7_1_0565,1981543.14889000000,1.98154000000
11_7_109_3381,5696.43609065000,0.00569644000
11_7_143_0349,796827.82234700000,0.79682800000
11_7_146_160A,32974.05398110000,0.03297410000
11_7_146_2398,18377.37789040000,0.01837740000
11_7_146_299A,26278.49101000000,0.02627850000
11_7_154_185A,12245.87830670000,0.01224590000
11_7_161_2063,6019.90590789000,0.00601991000
11_7_161_3004,7713.89049265000,0.00771389000
11_7_161_3019,10484.85528220000,0.01048490000
11_7_161_3023,14443.25894080000,0.01444330000
11_7_161_3112,26575.40852440000,0.02657540000
11_7_165_2379,16799.85076010000,0.01679990000
11_7_165_1811,4095.94289717000,0.00409594000
11_7_165_2877,39252.73765870000,0.03925270000
11_7_174_1826,5553.95068607000,0.00555395000
11_7_174_2400,1762.85219370000,0.00176285000
11_7_174_3042,6126.73835155000,0.00612674000
11_7_185_1845,165276.56839200000,0.16527700000
11_7_185_2364,24079.83927020000,0.02407980000
11_7_1_2256,55616.73972210000,0.05561670000
11_7_1_2275,5247.23441089000,0.00524723000
11_7_1_2330,61933.15183149990,0.06193320000
11_7_1_324A,48337.75239570000,0.04833780000
11_7_1_3343,152179.59600900000,0.15218000000
11_7_1_3216,28556.98816470000,0.02855700000
11_7_1_1309,453067.87696900000,0.45306800000
11_7_1_1582,79131.08873920000,0.07913110000
11_7_1_1652,321588.34029000000,0.32158800000
11_7_1_1722,85122.58314650000,0.08512260000
11_7_1_2203,98084.95549740000,0.09808500000
11_7_1_2345,234285.99043600000,0.23428600000
11_7_1_2415,10390.23380780000,0.01039020000
11_7_1_2449,546252.51858800000,0.54625200000
11_7_1_2453,122054.38421300000,0.12205400000
11_7_1_3362,15806.63012560000,0.01580660000
11_7_1_3324,10376.31880370000,0.01037630000
11_7_143_1883,35093.82874580000,0.03509380000
11_7_143_2097,25154.67038740000,0.02515470000
11_7_143_210A,46324.96271360000,0.04632500000
11_7_1_018A,392829.52778500000,0.39283000000
11_7_1_0122,780417.47537600000,0.78041800000
